vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,delayed,delivery_rating,delivery_cost
ev van,standard,south,hot,206.2,44.17,6.561642923343038,no,4,1163.51
ev van,express,central,foggy,125.2,25.06,4.84986059799058,yes,3,751.18
bike,two day,central,hot,292.6,6.91,7.612310695661074,no,4,1483.73
bike,same day,central,foggy,73.1,40.8,4.025885988381569,no,5,587.9
van,express,south,foggy,242.1,25.43,7.535704154008295,yes,3,1336.79
scooter,same day,west,foggy,188.8,22.18,6.348189822034595,no,4,1110.54
bike,two day,central,cold,97.5,30.77,3.993058287040589,no,5,579.81
bike,express,east,foggy,271.3,33.69,8.594903208462819,yes,1,1507.57
ev bike,two day,central,stormy,85.3,13.8,5.470843173754556,no,4,467.9
scooter,same day,south,hot,36.8,30.06,2.9666235589563272,no,4,374.18
van,same day,central,cold,278.5,8.01,7.5268388575835425,yes,3,1516.53
bike,standard,north,hot,112.5,49.52,4.780437502709182,no,3,712.26
truck,standard,west,stormy,75.3,26.54,5.192938678492606,no,5,456.12
ev bike,express,south,rainy,83.2,27.76,4.393075994992167,yes,3,549.28
truck,express,east,rainy,41.6,49.13,4.39208371198476,yes,3,405.39
scooter,express,west,stormy,229.0,26.94,7.885156299107454,yes,2,1275.82
bike,two day,east,clear,84.1,26.68,4.024782084264938,no,5,500.54
van,standard,central,hot,5.0,33.23,2.2067243262203684,no,5,124.69
ev bike,express,east,hot,297.1,29.37,7.828052752583354,yes,2,1632.7206
bike,standard,east,stormy,212.2,29.1,8.1451132286658,no,3,1148.3
ev bike,standard,south,stormy,11.4,0.85,3.5509013261865165,no,5,95.6674
ev van,express,west,cold,289.9,34.89,8.214344705532827,yes,2,1604.17
truck,same day,south,cold,268.7,24.21,8.06592769381003,no,5,1516.13
ev van,same day,west,cold,174.6,3.56,4.939917089589492,no,5,983.68
scooter,same day,east,cold,159.5,8.29,5.604666664704231,no,5,922.37
truck,two day,east,hot,128.3,2.97,4.823005423546576,no,4,650.41
ev bike,same day,east,foggy,195.1,16.01,5.974470886934748,yes,2,1123.53
ev bike,express,north,cold,23.2,12.38,2.1769084183672756,no,4,203.14
ev bike,express,west,cold,276.7,48.29,8.642193971446842,no,3,1578.37
scooter,standard,central,hot,5.7,39.53,2.455684552894781,no,4,147.09
ev van,express,west,cold,16.6,14.28,2.6069332267443577,no,5,175.84
ev bike,express,north,stormy,255.1,41.17,8.850661703762999,yes,2,1449.01
bike,standard,west,clear,202.7,34.27,6.577548862833158,no,5,1116.31
truck,standard,north,cold,131.4,21.9,4.571312046388929,no,5,722.7
ev van,same day,west,foggy,67.8,45.01,3.919186749961697,no,5,574.03
bike,express,east,stormy,164.9,1.92,6.591362871074071,yes,3,880.26
ev van,two day,central,stormy,209.2,29.01,7.903821078740379,no,3,1133.03
scooter,two day,east,hot,47.0,33.94,3.1416383683035685,no,4,336.82
scooter,two day,north,clear,250.1,41.03,7.161535679986443,no,4,1373.59
van,express,central,clear,23.0,30.67,2.5136577374667035,no,5,257.01
ev bike,same day,east,rainy,244.9,26.61,8.144965441959224,yes,2,1404.33
bike,two day,central,foggy,191.7,24.89,6.481789598142292,no,4,1033.17
scooter,same day,north,stormy,69.9,21.8,4.741096619059822,no,5,514.9
ev bike,express,south,clear,114.1,30.37,4.232248503333155,yes,2,711.61
scooter,same day,north,cold,181.7,10.91,5.786068964498636,yes,2,1041.23
van,standard,south,hot,76.4,28.8,4.190502371001717,no,5,468.4
truck,same day,east,cold,100.4,21.71,3.74759326577823,no,3,667.13
scooter,two day,west,foggy,226.3,35.4,7.572822483708961,no,5,1237.7
bike,two day,south,clear,16.3,34.9,2.479835599428259,no,3,186.2
truck,two day,east,hot,205.9,44.32,6.475473242361972,no,3,1162.46
bike,same day,west,hot,105.9,12.83,4.160483037100424,no,5,667.99
van,express,east,clear,76.0,15.49,3.6110188088785273,yes,3,476.47
truck,standard,central,clear,89.1,31.59,3.8559008667679784,no,3,540.27
ev bike,express,north,foggy,268.5,7.87,7.948679219112616,yes,2,1416.11
ev van,same day,west,cold,258.5,33.78,7.927770704159274,no,4,1493.84
ev van,express,central,clear,152.2,26.26,4.998415635697445,no,5,889.78
bike,standard,east,stormy,69.4,4.54,4.551429150423586,no,5,360.62
van,two day,south,cold,266.4,31.64,7.333205417991744,no,4,1426.92
bike,same day,north,clear,73.3,25.73,3.175731037905594,no,3,543.69
ev bike,express,central,cold,146.1,13.76,4.778181724823089,yes,3,821.78
bike,two day,north,cold,146.2,18.79,5.48301314862827,no,3,787.37
ev bike,two day,north,foggy,182.6,20.61,5.756658857562513,no,4,974.83
bike,same day,north,clear,192.9,47.44,6.183263411552243,no,5,1206.82
bike,two day,north,hot,205.9,46.02,6.850017087562352,no,5,1167.56
ev van,express,south,rainy,226.4,6.37,7.569502817437634,yes,1,1201.11
scooter,two day,south,foggy,92.2,23.77,4.484252538725824,no,4,532.31
van,same day,east,clear,251.6,10.9,6.864007905974597,no,5,1390.7
truck,same day,central,foggy,180.9,13.77,6.084401225986882,no,5,1045.81
ev bike,standard,south,foggy,294.1,30.46,8.247380152702641,no,4,1561.88
ev van,same day,north,foggy,167.2,1.43,4.942277246144644,no,3,940.29
van,same day,north,rainy,244.3,42.29,7.82048007725473,yes,3,1448.37
truck,standard,central,clear,31.4,26.44,2.5405719485707405,no,4,236.32
ev van,express,north,cold,12.8,39.03,3.2074718479222057,yes,2,231.09
bike,two day,central,cold,58.0,7.98,3.3896125224084965,no,3,313.94
van,same day,north,stormy,74.4,36.02,5.124648715088481,yes,3,580.06
scooter,standard,north,foggy,254.8,49.07,8.020687479370014,no,4,1421.21
ev van,two day,north,hot,79.8,28.3,3.7112812121409506,no,5,483.9
truck,two day,central,hot,39.5,38.77,3.5766473071092975,no,4,313.81
truck,standard,north,rainy,28.3,37.57,3.881830112842993,no,5,254.21
scooter,standard,central,foggy,33.0,28.07,3.2829982659128483,no,4,249.21
ev van,same day,north,rainy,198.0,36.89,7.090067468133122,yes,2,1200.67
bike,standard,west,clear,112.0,23.68,4.2986826110133665,no,4,631.04
van,same day,east,foggy,57.3,35.23,3.3870401827885717,no,5,492.19
ev bike,same day,south,cold,11.5,5.57,2.604378460918637,no,5,174.21
ev van,two day,west,hot,284.0,27.25,8.36784020633936,no,4,1501.75
scooter,standard,west,stormy,43.0,28.4,4.651401073205442,no,5,300.2
van,two day,east,stormy,163.0,22.92,7.018371368168071,no,3,883.76
bike,standard,north,cold,160.7,6.6,5.3312183708223655,no,3,823.3
truck,express,south,foggy,123.2,21.51,4.9835175121044735,yes,1,730.53
scooter,two day,north,hot,187.4,49.4,6.069551969308897,no,5,1085.2
truck,standard,west,clear,103.9,16.02,3.743418481363018,no,4,567.56
bike,same day,south,stormy,37.7,49.52,4.315859208413884,no,4,437.81
van,same day,west,foggy,90.6,38.27,4.570514230813736,no,4,667.81
van,two day,east,clear,293.4,16.75,7.83309927149356,no,4,1517.25
truck,same day,west,stormy,206.1,31.81,7.69300123916816,yes,3,1225.93
scooter,express,east,rainy,94.7,10.03,4.292057153096339,yes,2,553.59
scooter,two day,south,clear,48.3,5.8,3.0021553528630913,no,3,258.9
ev bike,standard,west,foggy,194.0,39.75,6.911432170376118,no,4,1089.25
ev van,two day,central,stormy,109.4,38.25,5.826117025773631,no,5,661.75
scooter,standard,west,clear,72.7,23.58,3.3635034908883323,no,4,434.24
van,same day,north,cold,132.4,35.41,4.821493803401258,no,4,868.23
bike,standard,south,clear,82.1,24.23,3.866203621759497,no,4,483.19
bike,express,central,rainy,93.1,32.22,4.8750949903556515,yes,3,612.16
van,two day,west,clear,79.3,4.62,3.246566892248558,no,4,410.36
ev bike,express,west,rainy,188.4,30.27,6.5451674610985675,yes,2,1082.81
ev bike,standard,west,rainy,252.7,47.61,8.641364247331467,no,4,1406.33
ev bike,two day,south,foggy,169.1,2.78,5.442520625339056,no,4,853.84
bike,same day,central,cold,252.5,44.65,7.310905940436129,no,5,1496.45
bike,express,north,hot,195.3,18.3,6.212115993887259,no,4,1081.4
scooter,two day,central,cold,175.7,17.69,6.070070416706948,no,5,931.57
scooter,same day,south,foggy,288.8,34.79,8.268228678267382,yes,2,1632.7206
truck,same day,south,clear,234.3,44.93,6.8165034085548015,yes,3,1406.29
truck,same day,west,clear,57.6,8.08,2.816299821400643,no,4,412.24
scooter,standard,east,rainy,177.7,21.72,6.496152680663541,no,4,953.66
ev bike,standard,central,hot,37.1,5.76,3.0087589930615137,no,4,202.78
ev bike,same day,central,rainy,3.6,12.26,2.9449663360258755,no,3,145.28
scooter,two day,central,stormy,127.1,27.84,5.611717148007906,no,5,719.02
truck,two day,east,cold,81.0,48.58,4.846142277696332,no,3,550.74
scooter,standard,central,hot,276.8,17.14,7.412675812416096,no,4,1435.42
bike,standard,west,stormy,265.3,1.66,7.90266467135516,no,4,1331.48
ev bike,two day,south,rainy,198.3,37.6,7.058307400234939,no,5,1104.3
bike,standard,east,foggy,9.7,0.81,1.7799993950899504,no,3,95.6674
scooter,same day,south,cold,33.3,14.63,2.4560284581625798,no,5,310.39
scooter,express,south,foggy,77.8,29.06,4.203464617604718,yes,3,526.18
ev van,standard,west,clear,195.1,2.47,5.13655714751828,no,5,982.91
truck,two day,east,foggy,164.1,34.56,6.105033976771587,no,4,924.18
ev bike,two day,south,cold,26.4,16.29,2.960105821758396,no,5,180.87
ev van,express,central,foggy,217.2,9.75,6.727948411783231,yes,3,1165.25
ev van,two day,south,clear,14.2,3.63,2.2114182356986296,no,3,95.6674
truck,same day,west,hot,216.2,40.34,7.173212978325613,no,5,1302.02
van,standard,south,rainy,283.7,8.19,8.657679817068832,no,5,1443.07
van,express,south,stormy,113.0,45.77,6.016310313544215,yes,3,752.31
bike,standard,east,clear,248.6,4.07,6.738544278718391,no,3,1255.21
truck,same day,east,foggy,294.9,15.86,7.757768122172822,yes,3,1622.08
truck,same day,west,hot,30.6,46.12,2.942103286086926,no,5,391.36
ev van,standard,south,clear,28.8,22.89,2.3661779796545455,no,4,212.67
scooter,same day,north,hot,150.5,0.67,5.053576526508003,no,3,854.39
ev bike,express,north,clear,291.2,5.47,7.709736278202339,no,4,1522.41
scooter,standard,north,stormy,199.0,20.42,7.594219579293006,no,5,1056.26
bike,standard,central,cold,68.0,47.21,3.893299608376581,no,5,481.63
van,same day,north,cold,96.6,2.29,3.874941230519668,no,3,589.87
ev van,two day,central,rainy,14.3,45.33,3.205219896600989,no,3,207.49
van,same day,west,rainy,57.1,21.54,4.466503655762942,yes,2,450.12
scooter,same day,north,rainy,235.4,28.13,7.443621430668627,yes,3,1361.39
scooter,two day,south,foggy,295.7,21.02,8.707287724639235,no,5,1541.56
ev bike,same day,west,foggy,276.8,21.89,7.705744689684633,yes,3,1549.67
scooter,two day,east,clear,85.1,31.74,3.8600593929867557,no,3,520.72
scooter,same day,central,foggy,278.3,29.83,7.6840660665932425,yes,2,1580.99
scooter,standard,east,foggy,63.7,33.93,4.0312428347005405,no,5,420.29
bike,same day,south,clear,67.7,10.74,2.8793158771454888,no,5,470.72
ev bike,same day,south,clear,39.5,43.1,2.692571765368957,no,4,426.8
scooter,express,west,clear,213.3,39.63,6.649339269163461,no,3,1235.39
scooter,same day,west,rainy,76.9,3.85,4.523922559505064,no,3,496.05
scooter,standard,west,foggy,143.1,19.21,5.029167355570639,no,3,773.13
ev bike,express,north,rainy,98.0,13.95,4.6943236788760645,yes,2,581.85
ev van,two day,south,cold,37.7,6.4,2.6860767551320293,no,5,207.7
ev bike,standard,west,stormy,56.7,34.68,4.846284304619003,no,4,387.54
truck,same day,south,hot,48.5,48.02,3.479027035259535,no,4,486.56
ev bike,same day,west,rainy,68.2,5.99,3.878981287124933,no,5,458.97
scooter,same day,central,rainy,104.0,9.13,4.539752632188935,yes,3,647.39
ev van,two day,south,clear,152.9,27.34,4.941494280394752,no,5,846.52
truck,standard,south,foggy,65.8,43.53,4.425210728310543,no,5,459.59
ev van,standard,west,hot,197.5,45.73,6.318314902805295,no,5,1124.69
scooter,express,west,rainy,78.6,21.95,4.709117923764788,yes,3,508.85
bike,standard,south,rainy,60.9,13.29,4.157291963166784,no,5,344.37
ev bike,standard,east,clear,267.9,23.71,7.500653169110784,no,5,1410.63
scooter,same day,east,rainy,71.8,38.92,4.405023194212445,no,5,575.76
scooter,express,central,clear,91.7,2.86,3.885112148719271,no,4,517.08
ev bike,two day,west,stormy,143.7,40.11,6.847726719690254,no,5,838.83
truck,two day,north,rainy,269.2,2.18,7.746968659219597,no,4,1352.54
ev bike,same day,north,cold,249.7,21.52,7.163845674547148,no,4,1413.06
scooter,two day,central,hot,68.9,49.12,4.431446873224849,no,5,491.86
bike,express,west,hot,4.1,44.35,2.1862404936308923,yes,2,203.55
van,same day,central,foggy,116.2,5.85,4.545167854826907,no,4,698.55
ev van,two day,north,hot,113.4,38.56,5.193428191019221,no,5,682.68
truck,standard,east,stormy,63.0,2.69,4.553963046111885,no,5,323.07
ev van,same day,north,stormy,167.4,45.96,6.941440959826955,yes,2,1074.88
ev van,two day,east,cold,274.9,20.89,7.236959402657833,no,5,1437.17
ev van,same day,south,rainy,16.1,44.03,4.200022942841431,no,5,312.59
van,two day,south,stormy,228.7,8.34,7.952760534879101,no,5,1168.52
scooter,standard,south,stormy,38.1,38.07,4.918022767187899,no,4,304.71
ev van,express,north,cold,254.6,3.51,7.228672747134688,no,4,1333.53
truck,standard,north,hot,229.1,33.1,7.017959666887839,no,4,1244.8
scooter,same day,east,clear,182.3,40.1,5.957419304476903,yes,2,1131.8
van,same day,south,rainy,260.6,22.71,8.57777399798589,yes,3,1471.13
ev bike,standard,south,clear,214.3,43.88,7.06726072204317,no,5,1203.14
van,two day,west,cold,269.3,46.58,8.325403117401503,no,5,1486.24
ev bike,same day,east,stormy,178.8,19.88,6.9930962243153605,yes,2,1053.64
scooter,two day,central,hot,57.6,43.03,3.2782854936083807,no,4,417.09
scooter,same day,west,stormy,146.1,20.19,6.393877026561471,yes,3,891.07
bike,two day,central,stormy,78.0,36.87,4.88914637574716,no,5,500.61
ev van,standard,west,clear,278.0,44.97,8.192683891553553,no,3,1524.91
ev van,same day,central,foggy,92.8,33.13,4.229124045726718,no,4,663.39
scooter,standard,west,hot,177.9,11.61,5.056062456309754,no,4,924.33
truck,same day,west,hot,124.6,4.49,4.3249936813373715,no,4,736.47
ev bike,express,south,foggy,27.6,10.39,2.9987307122230105,yes,3,219.17
truck,same day,west,cold,67.3,13.13,2.9205174681205195,no,3,475.89
truck,standard,east,rainy,48.7,35.49,4.082093554261908,no,5,349.97
scooter,express,south,rainy,123.7,42.49,5.445614482258118,yes,1,795.97
bike,express,north,hot,142.7,4.53,4.604873041533878,no,3,777.09
ev van,standard,central,clear,82.1,49.3,3.7803202915861887,no,4,558.4
ev van,standard,south,stormy,266.8,4.34,8.149871795799061,no,4,1347.02
ev van,two day,south,stormy,26.9,29.13,3.781455096566595,no,3,221.89
bike,express,west,rainy,130.1,29.08,5.497250323295893,yes,1,787.74
ev bike,standard,west,foggy,18.5,41.31,2.7516913351659653,no,4,216.43
scooter,standard,west,foggy,203.7,0.67,6.5333004209512335,no,5,1020.27
scooter,two day,west,rainy,106.2,22.12,4.985218488899915,no,5,597.36
van,standard,central,hot,253.7,2.55,6.3276190525065505,no,5,1276.15
scooter,two day,central,foggy,221.9,23.34,6.433115641967048,no,4,1179.52
truck,standard,east,rainy,107.6,23.88,5.315831342219589,no,5,609.64
truck,standard,north,stormy,285.7,1.62,8.327510153854995,no,4,1433.36
ev van,two day,north,stormy,173.8,18.63,7.1345575513725885,no,4,924.89
ev bike,standard,south,rainy,105.4,24.0,4.775555083087876,no,4,599.0
ev bike,two day,east,clear,117.5,37.08,4.912071238208789,no,3,698.74
ev van,same day,east,foggy,208.1,29.04,6.755066142108223,yes,2,1227.62
van,two day,west,cold,133.9,32.69,4.885826670699933,no,4,767.57
bike,same day,west,foggy,194.8,37.42,6.310279652904714,no,5,1186.26
ev van,two day,west,rainy,80.8,47.12,4.970153256362634,no,5,545.36
van,same day,west,rainy,65.1,20.3,3.9480102144240306,no,5,486.4
van,standard,central,hot,179.8,24.17,5.305312522393639,no,5,971.51
van,express,north,clear,97.9,49.52,4.496441453425945,no,4,689.02
ev van,standard,south,stormy,253.2,17.38,7.999002678398881,no,3,1318.14
van,two day,central,rainy,256.8,35.07,8.061253889519598,no,5,1389.21
ev bike,express,north,clear,100.0,44.86,4.033157323140969,no,4,684.58
ev bike,same day,east,clear,26.2,9.94,2.353273558184141,no,4,260.82
truck,two day,west,foggy,115.3,10.1,4.480079667228473,no,3,606.8
truck,same day,central,clear,45.5,27.17,2.9418237360277804,no,4,409.01
bike,two day,central,cold,274.2,39.25,7.634421954759621,no,4,1488.75
ev van,two day,central,stormy,228.8,28.41,8.023727437900169,no,5,1229.23
van,standard,north,foggy,70.4,1.42,3.0669387046061987,no,5,356.26
scooter,two day,central,cold,169.3,24.87,5.8517226199157575,no,4,921.11
scooter,standard,east,hot,91.8,17.01,4.277817631291203,no,4,510.03
van,same day,west,rainy,247.5,17.02,7.478744043858643,yes,2,1388.56
truck,same day,south,hot,297.1,3.41,8.028968774537573,yes,1,1601.73
truck,two day,west,cold,191.9,47.0,6.608529037880768,no,5,1100.5
ev van,standard,north,clear,53.4,39.68,3.0232743452457633,no,5,386.04
ev bike,two day,east,foggy,53.6,2.17,2.845265701839306,no,5,274.51
van,same day,north,cold,169.8,20.53,5.470096919030979,no,4,1010.59
ev bike,two day,east,stormy,200.9,5.71,6.914532752682951,no,5,1021.63
ev bike,two day,central,cold,286.5,24.76,8.425742533694606,no,3,1506.78
ev van,two day,east,foggy,89.8,10.87,4.422434426324971,no,4,481.61
bike,standard,north,clear,70.3,2.83,3.211522751539536,no,5,359.99
truck,standard,east,cold,191.4,41.72,6.277747768105741,no,3,1082.16
truck,standard,south,foggy,181.8,14.49,6.373508433880591,no,3,952.47
scooter,two day,south,stormy,168.0,40.94,7.09658301814364,no,5,962.82
truck,same day,east,foggy,211.4,15.83,6.395812582432841,yes,2,1204.49
ev bike,two day,south,stormy,162.7,42.45,7.264167771905539,no,4,940.85
bike,express,south,cold,11.6,6.27,2.2189632726576543,yes,2,126.81
ev van,same day,north,foggy,83.5,21.69,3.935006189329152,no,5,582.57
ev van,standard,west,cold,266.5,45.49,7.679842706943717,no,5,1468.97
scooter,same day,west,hot,204.3,15.64,6.579673921799124,no,4,1168.42
scooter,two day,central,clear,211.9,7.32,6.349532159475097,no,4,1081.46
scooter,same day,east,cold,147.9,28.74,5.0035900546572245,no,5,925.72
bike,two day,north,stormy,130.8,19.83,5.891287650507405,no,5,713.49
bike,same day,south,rainy,242.2,5.48,6.967662645445117,yes,2,1327.44
scooter,express,central,stormy,280.0,2.48,8.75198901371139,yes,3,1457.44
truck,standard,west,clear,42.3,42.5,3.0701334823789725,no,4,339.0
ev bike,standard,east,cold,41.0,40.24,3.6646415433146537,no,4,325.72
truck,same day,central,cold,15.6,6.8,2.437615181118444,no,3,198.4
truck,express,south,cold,61.9,48.34,3.947921828299099,no,4,504.52
bike,express,north,hot,244.7,6.03,6.743812854715333,yes,2,1291.59
ev van,same day,west,cold,168.0,8.69,5.0242021123497524,no,4,966.07
scooter,same day,central,clear,127.5,39.9,4.795099699657273,no,5,857.2
van,two day,north,cold,150.1,23.69,5.249916911117008,no,5,821.57
truck,two day,north,rainy,262.4,18.29,8.144626805394612,no,5,1366.87
bike,standard,west,cold,245.1,3.53,6.3756842817044435,no,4,1236.09
van,standard,west,hot,231.3,37.91,7.247350641536935,no,3,1270.23
ev van,two day,north,hot,59.8,13.18,2.662083852490235,no,5,338.54
scooter,two day,central,cold,201.5,45.19,6.745653292056456,no,4,1143.07
truck,same day,central,clear,97.0,2.49,3.4385346477128103,no,5,592.47
truck,same day,south,clear,141.6,11.3,4.246144934171447,no,4,841.9
bike,same day,central,clear,44.0,29.83,3.093495853693306,no,5,409.49
bike,two day,central,clear,147.2,26.46,5.014471764461939,no,5,815.38
bike,express,east,clear,281.9,34.01,7.64899092595999,no,4,1561.53
bike,standard,west,clear,201.6,26.38,6.1298200869367125,no,4,1087.14
truck,two day,east,stormy,9.8,23.47,3.6680255104310073,no,4,119.41
scooter,standard,central,cold,254.7,18.44,6.926507648901781,no,5,1328.82
